id,item_id,item,agreement_response,agreement_rt,null_resp
10363,4,It is not always bad to feel low. ,-1.0,6624.0,0
10363,5,It is never good to feel low. ,0.0,1460.0,0
10363,6,When I  feel low I can see things more clearly.,-2.0,2038.0,0
10363,7,Feeling sad sometimes is part of normal life,1.0,1151.0,0
10363,8,I have learnt a lot about myself by being happy. ,-1.0,1435.0,0
10363,9,I have learnt a lot about myself by being sad. ,-1.0,1416.0,0
10363,10,How one feels is not the most important thing. ,-1.0,3765.0,0
10363,11,"I am always trying to be myself, even if this makes me feel low.",2.0,1543.0,0
10363,12,Feeling anger is always good. ,-2.0,1540.0,0
10363,13,Feeling anger is never good. ,1.0,17905.0,0
10363,14,Anger can be important in life.,-1.0,1840.0,0
10364,1,I never want to be sad again. ,0.0,2405.0,0
10364,2,I feel that occasional sadness is important. ,1.0,1563.0,0
10364,3,I enjoy feeling melancholy sometimes.,0.0,5455.0,0
10364,4,It is not always bad to feel low. ,1.0,2614.0,0
10364,5,It is never good to feel low. ,-1.0,2380.0,0
10364,6,When I  feel low I can see things more clearly.,-1.0,5662.0,0
10364,7,Feeling sad sometimes is part of normal life,1.0,3126.0,0
10364,8,I have learnt a lot about myself by being happy. ,1.0,6972.0,0
10364,9,I have learnt a lot about myself by being sad. ,1.0,2203.0,0
10364,10,How one feels is not the most important thing. ,-1.0,4732.0,0
10364,11,"I am always trying to be myself, even if this makes me feel low.",1.0,3235.0,0
10364,12,Feeling anger is always good. ,1.0,5594.0,0
10364,13,Feeling anger is never good. ,-1.0,1378.0,0
10364,14,Anger can be important in life.,1.0,7041.0,0
10365,1,I never want to be sad again. ,2.0,3096.0,0
10365,2,I feel that occasional sadness is important. ,1.0,5144.0,0
10365,3,I enjoy feeling melancholy sometimes.,0.0,6305.0,0
10365,4,It is not always bad to feel low. ,1.0,5648.0,0
10365,5,It is never good to feel low. ,-1.0,5832.0,0
10365,6,When I  feel low I can see things more clearly.,-1.0,4335.0,0
10365,7,Feeling sad sometimes is part of normal life,1.0,2721.0,0
10365,8,I have learnt a lot about myself by being happy. ,1.0,12280.0,0
10365,9,I have learnt a lot about myself by being sad. ,1.0,4951.0,0
10365,10,How one feels is not the most important thing. ,-1.0,23231.0,0
10365,11,"I am always trying to be myself, even if this makes me feel low.",1.0,3575.0,0
10365,12,Feeling anger is always good. ,-2.0,5160.0,0
10365,13,Feeling anger is never good. ,-1.0,4537.0,0
10365,14,Anger can be important in life.,1.0,7439.0,0
10366,1,I never want to be sad again. ,1.0,1863.0,0
10366,2,I feel that occasional sadness is important. ,1.0,3956.0,0
10366,3,I enjoy feeling melancholy sometimes.,2.0,2668.0,0
10366,4,It is not always bad to feel low. ,1.0,2775.0,0
10366,5,It is never good to feel low. ,-1.0,3181.0,0
10366,6,When I  feel low I can see things more clearly.,-1.0,3359.0,0
10366,7,Feeling sad sometimes is part of normal life,2.0,1884.0,0
10366,8,I have learnt a lot about myself by being happy. ,1.0,4066.0,0
10366,9,I have learnt a lot about myself by being sad. ,1.0,1960.0,0
10366,10,How one feels is not the most important thing. ,-1.0,723.0,0
10366,11,"I am always trying to be myself, even if this makes me feel low.",-1.0,3786.0,0
10366,12,Feeling anger is always good. ,-1.0,9782.0,0
10366,13,Feeling anger is never good. ,-1.0,1161.0,0
10366,14,Anger can be important in life.,1.0,1422.0,0
10367,1,I never want to be sad again. ,0.0,1905.0,0
10367,2,I feel that occasional sadness is important. ,1.0,1563.0,0
10367,3,I enjoy feeling melancholy sometimes.,0.0,2099.0,0
10367,4,It is not always bad to feel low. ,1.0,1684.0,0
10367,5,It is never good to feel low. ,-1.0,4210.0,0
10367,6,When I  feel low I can see things more clearly.,-1.0,2638.0,0
10367,7,Feeling sad sometimes is part of normal life,2.0,1141.0,0
10367,8,I have learnt a lot about myself by being happy. ,-1.0,29027.0,0
10367,9,I have learnt a lot about myself by being sad. ,0.0,1807.0,0
10367,10,How one feels is not the most important thing. ,0.0,2762.0,0
10367,11,"I am always trying to be myself, even if this makes me feel low.",0.0,2172.0,0
10367,12,Feeling anger is always good. ,-1.0,2365.0,0
10367,13,Feeling anger is never good. ,-2.0,4764.0,0
10367,14,Anger can be important in life.,1.0,1658.0,0
10368,1,I never want to be sad again. ,-1.0,4391.0,0
10368,2,I feel that occasional sadness is important. ,1.0,1986.0,0
10368,3,I enjoy feeling melancholy sometimes.,1.0,2252.0,0
10368,4,It is not always bad to feel low. ,1.0,2534.0,0
10368,5,It is never good to feel low. ,-1.0,8836.0,0
10368,6,When I  feel low I can see things more clearly.,-1.0,2329.0,0
10368,7,Feeling sad sometimes is part of normal life,1.0,624.0,0
10368,8,I have learnt a lot about myself by being happy. ,-1.0,3001.0,0
10368,9,I have learnt a lot about myself by being sad. ,2.0,1706.0,0
10368,10,How one feels is not the most important thing. ,2.0,3041.0,0
10368,11,"I am always trying to be myself, even if this makes me feel low.",0.0,9586.0,0
10368,12,Feeling anger is always good. ,-2.0,3313.0,0
10368,13,Feeling anger is never good. ,-1.0,8743.0,0
10368,14,Anger can be important in life.,0.0,2320.0,0
10369,1,I never want to be sad again. ,2.0,1128.0,0
10369,2,I feel that occasional sadness is important. ,0.0,2774.0,0
10369,3,I enjoy feeling melancholy sometimes.,-2.0,2414.0,0
10369,4,It is not always bad to feel low. ,0.0,2197.0,0
10369,5,It is never good to feel low. ,0.0,2879.0,0
10369,6,When I  feel low I can see things more clearly.,-1.0,3096.0,0
10369,7,Feeling sad sometimes is part of normal life,1.0,3609.0,0
10369,8,I have learnt a lot about myself by being happy. ,1.0,3889.0,0
10369,9,I have learnt a lot about myself by being sad. ,2.0,2548.0,0
10369,10,How one feels is not the most important thing. ,-1.0,4492.0,0
10369,11,"I am always trying to be myself, even if this makes me feel low.",1.0,2955.0,0
10369,12,Feeling anger is always good. ,-2.0,3524.0,0
10369,13,Feeling anger is never good. ,1.0,3580.0,0
10369,14,Anger can be important in life.,0.0,2189.0,0
10370,1,I never want to be sad again. ,2.0,3348.0,0
10370,2,I feel that occasional sadness is important. ,-1.0,2871.0,0
10370,3,I enjoy feeling melancholy sometimes.,-1.0,3198.0,0
10370,4,It is not always bad to feel low. ,0.0,2802.0,0
10370,5,It is never good to feel low. ,1.0,1754.0,0
10370,6,When I  feel low I can see things more clearly.,0.0,1966.0,0
10370,7,Feeling sad sometimes is part of normal life,1.0,2262.0,0
10370,8,I have learnt a lot about myself by being happy. ,1.0,4103.0,0
10370,9,I have learnt a lot about myself by being sad. ,-1.0,2947.0,0
10370,10,How one feels is not the most important thing. ,-2.0,4209.0,0
10370,11,"I am always trying to be myself, even if this makes me feel low.",0.0,3967.0,0
10370,12,Feeling anger is always good. ,-2.0,1909.0,0
10370,13,Feeling anger is never good. ,0.0,3023.0,0
10370,14,Anger can be important in life.,0.0,3974.0,0
10371,1,I never want to be sad again. ,-2.0,2088.0,0
10371,2,I feel that occasional sadness is important. ,2.0,9371.0,0
10371,3,I enjoy feeling melancholy sometimes.,2.0,2166.0,0
10371,4,It is not always bad to feel low. ,2.0,1637.0,0
10371,5,It is never good to feel low. ,-2.0,1735.0,0
10371,6,When I  feel low I can see things more clearly.,2.0,1177.0,0
10371,7,Feeling sad sometimes is part of normal life,2.0,1390.0,0
10371,8,I have learnt a lot about myself by being happy. ,1.0,49893.0,0
10371,9,I have learnt a lot about myself by being sad. ,2.0,2109.0,0
10371,10,How one feels is not the most important thing. ,-1.0,4021.0,0
10371,11,"I am always trying to be myself, even if this makes me feel low.",2.0,1206.0,0
10371,12,Feeling anger is always good. ,-1.0,1933.0,0
10371,13,Feeling anger is never good. ,-2.0,1326.0,0
10371,14,Anger can be important in life.,2.0,2616.0,0
10372,1,I never want to be sad again. ,-1.0,4246.0,0
10372,2,I feel that occasional sadness is important. ,1.0,4020.0,0
10372,3,I enjoy feeling melancholy sometimes.,1.0,2466.0,0
10372,4,It is not always bad to feel low. ,1.0,1407.0,0
10372,5,It is never good to feel low. ,-1.0,1931.0,0
10372,6,When I  feel low I can see things more clearly.,-1.0,2215.0,0
10372,7,Feeling sad sometimes is part of normal life,1.0,1557.0,0
10372,8,I have learnt a lot about myself by being happy. ,1.0,2889.0,0
10372,9,I have learnt a lot about myself by being sad. ,1.0,2437.0,0
10372,10,How one feels is not the most important thing. ,-1.0,2415.0,0
10372,11,"I am always trying to be myself, even if this makes me feel low.",1.0,2690.0,0
10372,12,Feeling anger is always good. ,-1.0,2055.0,0
10372,13,Feeling anger is never good. ,-1.0,2990.0,0
10372,14,Anger can be important in life.,1.0,2268.0,0
10373,1,I never want to be sad again. ,0.0,5269.0,0
10373,2,I feel that occasional sadness is important. ,1.0,4277.0,0
10373,3,I enjoy feeling melancholy sometimes.,1.0,1509.0,0
10373,4,It is not always bad to feel low. ,0.0,5011.0,0
10373,5,It is never good to feel low. ,0.0,5668.0,0
10373,6,When I  feel low I can see things more clearly.,1.0,1509.0,0
10373,7,Feeling sad sometimes is part of normal life,2.0,2913.0,0
10373,8,I have learnt a lot about myself by being happy. ,1.0,3648.0,0
10373,9,I have learnt a lot about myself by being sad. ,1.0,2117.0,0
10373,10,How one feels is not the most important thing. ,1.0,2776.0,0
10373,11,"I am always trying to be myself, even if this makes me feel low.",0.0,2562.0,0
10373,12,Feeling anger is always good. ,-1.0,2703.0,0
10373,13,Feeling anger is never good. ,0.0,2937.0,0
10373,14,Anger can be important in life.,0.0,2435.0,0
10374,1,I never want to be sad again. ,0.0,2471.0,0
10374,2,I feel that occasional sadness is important. ,1.0,2019.0,0
10374,3,I enjoy feeling melancholy sometimes.,0.0,3319.0,0
10374,4,It is not always bad to feel low. ,1.0,1827.0,0
10374,5,It is never good to feel low. ,0.0,6175.0,0
10374,6,When I  feel low I can see things more clearly.,-1.0,4820.0,0
10374,7,Feeling sad sometimes is part of normal life,1.0,2337.0,0
10374,8,I have learnt a lot about myself by being happy. ,1.0,4921.0,0
10374,9,I have learnt a lot about myself by being sad. ,1.0,1741.0,0
10374,10,How one feels is not the most important thing. ,-1.0,4391.0,0
10374,11,"I am always trying to be myself, even if this makes me feel low.",0.0,3470.0,0
10374,12,Feeling anger is always good. ,0.0,14972.0,0
10374,13,Feeling anger is never good. ,-1.0,2235.0,0
10374,14,Anger can be important in life.,1.0,3820.0,0
10375,1,I never want to be sad again. ,1.0,15112.0,0
10375,2,I feel that occasional sadness is important. ,1.0,3465.0,0
10375,3,I enjoy feeling melancholy sometimes.,-1.0,2699.0,0
10375,4,It is not always bad to feel low. ,0.0,4344.0,0
10375,5,It is never good to feel low. ,-1.0,6364.0,0
10375,6,When I  feel low I can see things more clearly.,-1.0,3011.0,0
10375,7,Feeling sad sometimes is part of normal life,2.0,3357.0,0
10375,8,I have learnt a lot about myself by being happy. ,0.0,18920.0,0
10375,9,I have learnt a lot about myself by being sad. ,0.0,3133.0,0
10375,10,How one feels is not the most important thing. ,1.0,6086.0,0
10375,11,"I am always trying to be myself, even if this makes me feel low.",1.0,5200.0,0
10375,12,Feeling anger is always good. ,-2.0,3218.0,0
10375,13,Feeling anger is never good. ,-2.0,3896.0,0
10375,14,Anger can be important in life.,0.0,2156.0,0
10376,1,I never want to be sad again. ,1.0,7827.0,0
10376,2,I feel that occasional sadness is important. ,2.0,3344.0,0
10376,3,I enjoy feeling melancholy sometimes.,-1.0,5692.0,0
10376,4,It is not always bad to feel low. ,2.0,3864.0,0
10376,5,It is never good to feel low. ,-2.0,3964.0,0
10376,6,When I  feel low I can see things more clearly.,-1.0,4793.0,0
10376,7,Feeling sad sometimes is part of normal life,2.0,2340.0,0
10376,8,I have learnt a lot about myself by being happy. ,-1.0,8426.0,0
10376,9,I have learnt a lot about myself by being sad. ,2.0,4651.0,0
10376,10,How one feels is not the most important thing. ,1.0,4057.0,0
10376,11,"I am always trying to be myself, even if this makes me feel low.",1.0,11864.0,0
10376,12,Feeling anger is always good. ,-2.0,4877.0,0
10376,13,Feeling anger is never good. ,1.0,3563.0,0
10376,14,Anger can be important in life.,-1.0,3828.0,0
10377,1,I never want to be sad again. ,-2.0,2882.0,0
10377,2,I feel that occasional sadness is important. ,2.0,2254.0,0
10377,3,I enjoy feeling melancholy sometimes.,-1.0,3522.0,0
10377,4,It is not always bad to feel low. ,2.0,5014.0,0
10377,5,It is never good to feel low. ,-2.0,3550.0,0
10377,6,When I  feel low I can see things more clearly.,0.0,5434.0,0
10377,7,Feeling sad sometimes is part of normal life,2.0,2703.0,0
10377,8,I have learnt a lot about myself by being happy. ,0.0,5729.0,0
10377,9,I have learnt a lot about myself by being sad. ,1.0,4176.0,0
10377,10,How one feels is not the most important thing. ,1.0,4408.0,0
10377,11,"I am always trying to be myself, even if this makes me feel low.",2.0,4176.0,0
10377,12,Feeling anger is always good. ,-2.0,2720.0,0
10377,13,Feeling anger is never good. ,-1.0,9313.0,0
10377,14,Anger can be important in life.,1.0,1904.0,0
10378,1,I never want to be sad again. ,0.0,718.0,0
10378,2,I feel that occasional sadness is important. ,-1.0,4358.0,0
10378,3,I enjoy feeling melancholy sometimes.,0.0,1500.0,0
10378,4,It is not always bad to feel low. ,-1.0,832.0,0
10378,5,It is never good to feel low. ,1.0,699.0,0
10378,6,When I  feel low I can see things more clearly.,1.0,782.0,0
10378,7,Feeling sad sometimes is part of normal life,-1.0,1455.0,0
10378,8,I have learnt a lot about myself by being happy. ,-1.0,950.0,0
10378,9,I have learnt a lot about myself by being sad. ,1.0,4586.0,0
10378,10,How one feels is not the most important thing. ,1.0,1124.0,0
10378,11,"I am always trying to be myself, even if this makes me feel low.",0.0,9487.0,0
10378,12,Feeling anger is always good. ,-2.0,3759.0,0
10378,13,Feeling anger is never good. ,0.0,3923.0,0
10378,14,Anger can be important in life.,-1.0,940.0,0
10379,1,I never want to be sad again. ,0.0,11125.0,0
10379,2,I feel that occasional sadness is important. ,0.0,3833.0,0
10379,3,I enjoy feeling melancholy sometimes.,-1.0,6737.0,0
10379,4,It is not always bad to feel low. ,1.0,2401.0,0
10379,5,It is never good to feel low. ,-1.0,3430.0,0
10379,6,When I  feel low I can see things more clearly.,-1.0,2668.0,0
10379,7,Feeling sad sometimes is part of normal life,1.0,2359.0,0
10379,8,I have learnt a lot about myself by being happy. ,1.0,1057.0,0
10379,9,I have learnt a lot about myself by being sad. ,1.0,3178.0,0
10379,10,How one feels is not the most important thing. ,-1.0,3010.0,0
10379,11,"I am always trying to be myself, even if this makes me feel low.",1.0,5180.0,0
10379,12,Feeling anger is always good. ,-2.0,4626.0,0
10379,13,Feeling anger is never good. ,-1.0,2097.0,0
10379,14,Anger can be important in life.,0.0,2257.0,0
10380,1,I never want to be sad again. ,1.0,2969.0,0
10380,2,I feel that occasional sadness is important. ,-1.0,3001.0,0
10380,3,I enjoy feeling melancholy sometimes.,-1.0,4655.0,0
10380,4,It is not always bad to feel low. ,0.0,2738.0,0
10380,5,It is never good to feel low. ,1.0,6183.0,0
10380,6,When I  feel low I can see things more clearly.,-1.0,2867.0,0
10380,7,Feeling sad sometimes is part of normal life,1.0,3672.0,0
10380,8,I have learnt a lot about myself by being happy. ,1.0,2690.0,0
10380,9,I have learnt a lot about myself by being sad. ,-1.0,4551.0,0
10380,10,How one feels is not the most important thing. ,-1.0,6206.0,0
10380,11,"I am always trying to be myself, even if this makes me feel low.",1.0,4131.0,0
10380,12,Feeling anger is always good. ,-1.0,2328.0,0
10380,13,Feeling anger is never good. ,0.0,3193.0,0
10380,14,Anger can be important in life.,0.0,3018.0,0
10381,1,I never want to be sad again. ,-1.0,7889.0,0
10381,2,I feel that occasional sadness is important. ,1.0,2824.0,0
10381,3,I enjoy feeling melancholy sometimes.,1.0,3088.0,0
10381,4,It is not always bad to feel low. ,1.0,4240.0,0
10381,5,It is never good to feel low. ,-1.0,15975.0,0
10381,6,When I  feel low I can see things more clearly.,1.0,4520.0,0
10381,7,Feeling sad sometimes is part of normal life,2.0,14719.0,0
10381,8,I have learnt a lot about myself by being happy. ,1.0,7176.0,0
10381,9,I have learnt a lot about myself by being sad. ,1.0,3504.0,0
10381,10,How one feels is not the most important thing. ,-2.0,4624.0,0
10381,11,"I am always trying to be myself, even if this makes me feel low.",2.0,3816.0,0
10381,12,Feeling anger is always good. ,-1.0,5088.0,0
10381,13,Feeling anger is never good. ,-1.0,4296.0,0
10381,14,Anger can be important in life.,1.0,2112.0,0
10382,1,I never want to be sad again. ,1.0,4247.0,0
10382,2,I feel that occasional sadness is important. ,0.0,2145.0,0
10382,3,I enjoy feeling melancholy sometimes.,-1.0,2888.0,0
10382,4,It is not always bad to feel low. ,1.0,4317.0,0
10382,5,It is never good to feel low. ,1.0,3805.0,0
10382,6,When I  feel low I can see things more clearly.,0.0,2753.0,0
10382,7,Feeling sad sometimes is part of normal life,2.0,5597.0,0
10382,8,I have learnt a lot about myself by being happy. ,-1.0,2847.0,0
10382,9,I have learnt a lot about myself by being sad. ,-1.0,3457.0,0
10382,10,How one feels is not the most important thing. ,-1.0,5012.0,0
10382,11,"I am always trying to be myself, even if this makes me feel low.",1.0,15991.0,0
10382,12,Feeling anger is always good. ,-2.0,1843.0,0
10382,13,Feeling anger is never good. ,1.0,2630.0,0
10382,14,Anger can be important in life.,-1.0,2271.0,0
10383,1,I never want to be sad again. ,1.0,2912.0,0
10383,2,I feel that occasional sadness is important. ,1.0,14478.0,0
10383,3,I enjoy feeling melancholy sometimes.,0.0,2504.0,0
10383,4,It is not always bad to feel low. ,0.0,3128.0,0
10383,5,It is never good to feel low. ,0.0,4120.0,0
10383,6,When I  feel low I can see things more clearly.,-1.0,4106.0,0
10383,7,Feeling sad sometimes is part of normal life,1.0,3048.0,0
10383,8,I have learnt a lot about myself by being happy. ,1.0,11712.0,0
10383,9,I have learnt a lot about myself by being sad. ,0.0,4648.0,0
10383,10,How one feels is not the most important thing. ,0.0,5200.0,0
10383,11,"I am always trying to be myself, even if this makes me feel low.",1.0,14223.0,0
10383,12,Feeling anger is always good. ,-2.0,3297.0,0
10383,13,Feeling anger is never good. ,0.0,2456.0,0
10383,14,Anger can be important in life.,0.0,13259.0,0
10385,1,I never want to be sad again. ,1.0,5598.0,0
10385,2,I feel that occasional sadness is important. ,2.0,2849.0,0
10385,3,I enjoy feeling melancholy sometimes.,1.0,1864.0,0
10385,4,It is not always bad to feel low. ,2.0,3424.0,0
10385,5,It is never good to feel low. ,-2.0,2329.0,0
10385,6,When I  feel low I can see things more clearly.,-1.0,3100.0,0
10385,7,Feeling sad sometimes is part of normal life,2.0,1560.0,0
10385,8,I have learnt a lot about myself by being happy. ,2.0,3753.0,0
10385,9,I have learnt a lot about myself by being sad. ,2.0,3772.0,0
10385,10,How one feels is not the most important thing. ,-2.0,8487.0,0
10385,11,"I am always trying to be myself, even if this makes me feel low.",2.0,7335.0,0
10385,12,Feeling anger is always good. ,-2.0,1544.0,0
10385,13,Feeling anger is never good. ,-1.0,3549.0,0
10385,14,Anger can be important in life.,2.0,1584.0,0
10386,1,I never want to be sad again. ,1.0,2882.0,0
10386,2,I feel that occasional sadness is important. ,1.0,2249.0,0
10386,3,I enjoy feeling melancholy sometimes.,-1.0,2816.0,0
10386,4,It is not always bad to feel low. ,1.0,2666.0,0
10386,5,It is never good to feel low. ,1.0,3143.0,0
10386,6,When I  feel low I can see things more clearly.,0.0,2043.0,0
10386,7,Feeling sad sometimes is part of normal life,1.0,3748.0,0
10386,8,I have learnt a lot about myself by being happy. ,0.0,3554.0,0
10386,9,I have learnt a lot about myself by being sad. ,1.0,2890.0,0
10386,10,How one feels is not the most important thing. ,-1.0,7047.0,0
10386,11,"I am always trying to be myself, even if this makes me feel low.",0.0,4333.0,0
10386,12,Feeling anger is always good. ,-1.0,2500.0,0
10386,13,Feeling anger is never good. ,0.0,3534.0,0
10386,14,Anger can be important in life.,1.0,2083.0,0
10387,1,I never want to be sad again. ,2.0,2052.0,0
10387,2,I feel that occasional sadness is important. ,-1.0,3087.0,0
10387,3,I enjoy feeling melancholy sometimes.,0.0,2848.0,0
10387,4,It is not always bad to feel low. ,-2.0,2544.0,0
10387,5,It is never good to feel low. ,2.0,1434.0,0
10387,6,When I  feel low I can see things more clearly.,0.0,1764.0,0
10387,7,Feeling sad sometimes is part of normal life,1.0,3419.0,0
10387,8,I have learnt a lot about myself by being happy. ,0.0,2410.0,0
10387,9,I have learnt a lot about myself by being sad. ,1.0,3402.0,0
10387,10,How one feels is not the most important thing. ,-2.0,3096.0,0
10387,11,"I am always trying to be myself, even if this makes me feel low.",0.0,13121.0,0
10387,12,Feeling anger is always good. ,-2.0,3252.0,0
10387,13,Feeling anger is never good. ,0.0,2324.0,0
10387,14,Anger can be important in life.,0.0,1584.0,0
10388,1,I never want to be sad again. ,0.0,808.0,0
10388,2,I feel that occasional sadness is important. ,0.0,604.0,0
10388,3,I enjoy feeling melancholy sometimes.,0.0,788.0,0
10388,4,It is not always bad to feel low. ,-1.0,456.0,0
10388,5,It is never good to feel low. ,1.0,584.0,0
10388,6,When I  feel low I can see things more clearly.,0.0,584.0,0
10388,7,Feeling sad sometimes is part of normal life,2.0,7972.0,0
10388,8,I have learnt a lot about myself by being happy. ,1.0,488.0,0
10388,9,I have learnt a lot about myself by being sad. ,-1.0,492.0,0
10388,10,How one feels is not the most important thing. ,1.0,408.0,0
10388,11,"I am always trying to be myself, even if this makes me feel low.",0.0,1244.0,0
10388,12,Feeling anger is always good. ,1.0,492.0,0
10388,13,Feeling anger is never good. ,-1.0,1083.0,0
10388,14,Anger can be important in life.,0.0,468.0,0
10389,1,I never want to be sad again. ,0.0,11850.0,0
10389,2,I feel that occasional sadness is important. ,0.0,6542.0,0
10389,3,I enjoy feeling melancholy sometimes.,-1.0,1807.0,0
10389,4,It is not always bad to feel low. ,0.0,10612.0,0
10389,5,It is never good to feel low. ,0.0,5256.0,0
10389,6,When I  feel low I can see things more clearly.,-1.0,4614.0,0
10389,7,Feeling sad sometimes is part of normal life,1.0,1793.0,0
10389,8,I have learnt a lot about myself by being happy. ,1.0,6308.0,0
10389,9,I have learnt a lot about myself by being sad. ,1.0,1286.0,0
10389,10,How one feels is not the most important thing. ,1.0,7495.0,0
10389,11,"I am always trying to be myself, even if this makes me feel low.",1.0,10440.0,0
10389,12,Feeling anger is always good. ,-2.0,3367.0,0
10389,13,Feeling anger is never good. ,-1.0,8743.0,0
10389,14,Anger can be important in life.,1.0,3117.0,0
10390,1,I never want to be sad again. ,0.0,2759.0,0
10390,2,I feel that occasional sadness is important. ,1.0,7881.0,0
10390,3,I enjoy feeling melancholy sometimes.,0.0,14095.0,0
10390,4,It is not always bad to feel low. ,1.0,2120.0,0
10390,5,It is never good to feel low. ,-1.0,4320.0,0
10390,6,When I  feel low I can see things more clearly.,1.0,4288.0,0
10390,7,Feeling sad sometimes is part of normal life,1.0,2799.0,0
10390,8,I have learnt a lot about myself by being happy. ,2.0,3936.0,0
10390,9,I have learnt a lot about myself by being sad. ,1.0,2992.0,0
10390,10,How one feels is not the most important thing. ,0.0,6473.0,0
10390,11,"I am always trying to be myself, even if this makes me feel low.",1.0,6329.0,0
10390,12,Feeling anger is always good. ,-2.0,1255.0,0
10390,13,Feeling anger is never good. ,-1.0,3049.0,0
10390,14,Anger can be important in life.,-1.0,2784.0,0
10391,1,I never want to be sad again. ,-1.0,3688.0,0
10391,2,I feel that occasional sadness is important. ,1.0,3195.0,0
10391,3,I enjoy feeling melancholy sometimes.,-1.0,2771.0,0
10391,4,It is not always bad to feel low. ,1.0,6358.0,0
10391,5,It is never good to feel low. ,-2.0,3297.0,0
10391,6,When I  feel low I can see things more clearly.,-1.0,6242.0,0
10391,7,Feeling sad sometimes is part of normal life,1.0,2283.0,0
10391,8,I have learnt a lot about myself by being happy. ,1.0,5660.0,0
10391,9,I have learnt a lot about myself by being sad. ,1.0,1237.0,0
10391,10,How one feels is not the most important thing. ,-2.0,11722.0,0
10391,11,"I am always trying to be myself, even if this makes me feel low.",1.0,5350.0,0
10391,12,Feeling anger is always good. ,-2.0,3175.0,0
10391,13,Feeling anger is never good. ,-2.0,3386.0,0
10391,14,Anger can be important in life.,1.0,2824.0,0
10392,1,I never want to be sad again. ,2.0,3826.0,0
10392,2,I feel that occasional sadness is important. ,1.0,2384.0,0
10392,3,I enjoy feeling melancholy sometimes.,0.0,2752.0,0
10392,4,It is not always bad to feel low. ,1.0,42508.0,0
10392,5,It is never good to feel low. ,1.0,2847.0,0
10392,6,When I  feel low I can see things more clearly.,1.0,2064.0,0
10392,7,Feeling sad sometimes is part of normal life,2.0,1641.0,0
10392,8,I have learnt a lot about myself by being happy. ,1.0,912.0,0
10392,9,I have learnt a lot about myself by being sad. ,1.0,3000.0,0
10392,10,How one feels is not the most important thing. ,-1.0,3680.0,0
10392,11,"I am always trying to be myself, even if this makes me feel low.",2.0,2225.0,0
10392,12,Feeling anger is always good. ,-2.0,2216.0,0
10392,13,Feeling anger is never good. ,-1.0,2327.0,0
10392,14,Anger can be important in life.,1.0,1462.0,0
10393,1,I never want to be sad again. ,2.0,856.0,0
10393,2,I feel that occasional sadness is important. ,0.0,480.0,0
10393,3,I enjoy feeling melancholy sometimes.,-1.0,981.0,0
10393,4,It is not always bad to feel low. ,0.0,479.0,0
10393,5,It is never good to feel low. ,0.0,2247.0,0
10393,6,When I  feel low I can see things more clearly.,0.0,952.0,0
10393,7,Feeling sad sometimes is part of normal life,1.0,608.0,0
10393,8,I have learnt a lot about myself by being happy. ,1.0,259.0,0
10393,9,I have learnt a lot about myself by being sad. ,1.0,352.0,0
10393,10,How one feels is not the most important thing. ,2.0,161.0,0
10393,11,"I am always trying to be myself, even if this makes me feel low.",1.0,2603.0,0
10393,12,Feeling anger is always good. ,-2.0,2813.0,0
10393,13,Feeling anger is never good. ,1.0,3301.0,0
10393,14,Anger can be important in life.,1.0,6368.0,0
10394,1,I never want to be sad again. ,1.0,3394.0,0
10394,2,I feel that occasional sadness is important. ,1.0,3192.0,0
10394,3,I enjoy feeling melancholy sometimes.,0.0,3536.0,0
10394,4,It is not always bad to feel low. ,1.0,6840.0,0
10394,5,It is never good to feel low. ,2.0,4440.0,0
10394,6,When I  feel low I can see things more clearly.,-2.0,4423.0,0
10394,7,Feeling sad sometimes is part of normal life,2.0,3263.0,0
10394,8,I have learnt a lot about myself by being happy. ,2.0,3247.0,0
10394,9,I have learnt a lot about myself by being sad. ,2.0,5985.0,0
10394,10,How one feels is not the most important thing. ,-1.0,6126.0,0
10394,11,"I am always trying to be myself, even if this makes me feel low.",-1.0,5128.0,0
10394,12,Feeling anger is always good. ,-1.0,1793.0,0
10394,13,Feeling anger is never good. ,1.0,2896.0,0
10394,14,Anger can be important in life.,-2.0,4033.0,0
10395,1,I never want to be sad again. ,0.0,2378.0,0
10395,2,I feel that occasional sadness is important. ,1.0,439.0,0
10395,3,I enjoy feeling melancholy sometimes.,1.0,2663.0,0
10395,4,It is not always bad to feel low. ,1.0,8655.0,0
10395,5,It is never good to feel low. ,-1.0,3149.0,0
10395,6,When I  feel low I can see things more clearly.,0.0,4506.0,0
10395,7,Feeling sad sometimes is part of normal life,1.0,2427.0,0
10395,8,I have learnt a lot about myself by being happy. ,1.0,2626.0,0
10395,9,I have learnt a lot about myself by being sad. ,1.0,3839.0,0
10395,10,How one feels is not the most important thing. ,-1.0,5591.0,0
10395,11,"I am always trying to be myself, even if this makes me feel low.",1.0,5664.0,0
10395,12,Feeling anger is always good. ,-1.0,2383.0,0
10395,13,Feeling anger is never good. ,0.0,3128.0,0
10395,14,Anger can be important in life.,0.0,2232.0,0
10396,1,I never want to be sad again. ,-1.0,2440.0,0
10396,2,I feel that occasional sadness is important. ,1.0,1963.0,0
10396,3,I enjoy feeling melancholy sometimes.,-1.0,3748.0,0
10396,4,It is not always bad to feel low. ,1.0,3646.0,0
10396,5,It is never good to feel low. ,-1.0,3734.0,0
